date	time	source_timestamp	Canada - Alberta	Canada - British Columbia	Canada - Grand Princess	Canada - Manitoba	Canada - New Brunswick	Canada - Newfoundland and Labrador	Canada - Nova Scotia	Canada - Ontario	Canada - Prince Edward Island	Canada - Quebec	Canada - Saskatchewan
2020-04-19	15:00:38	2020-04-19 15:00:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:01:35	2020-04-19 15:01:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:02:33	2020-04-19 15:02:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:03:39	2020-04-19 15:03:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:04:38	2020-04-19 15:04:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:05:34	2020-04-19 15:05:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:06:50	2020-04-19 15:06:50	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:07:33	2020-04-19 15:07:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:08:37	2020-04-19 15:08:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:09:41	2020-04-19 15:09:41	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:10:32	2020-04-19 15:10:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:11:33	2020-04-19 15:11:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:12:34	2020-04-19 15:12:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:13:48	2020-04-19 15:13:48	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:14:33	2020-04-19 15:14:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:15:34	2020-04-19 15:15:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:16:36	2020-04-19 15:16:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:17:33	2020-04-19 15:17:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:18:32	2020-04-19 15:18:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:19:36	2020-04-19 15:19:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:20:35	2020-04-19 15:20:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:21:33	2020-04-19 15:21:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:22:35	2020-04-19 15:22:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:23:33	2020-04-19 15:23:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:24:40	2020-04-19 15:24:40	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:25:36	2020-04-19 15:25:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:26:35	2020-04-19 15:26:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:28:00	2020-04-19 15:28:00	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:28:31	2020-04-19 15:28:31	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:29:32	2020-04-19 15:29:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:30:40	2020-04-19 15:30:40	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:31:36	2020-04-19 15:31:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:32:35	2020-04-19 15:32:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:33:36	2020-04-19 15:33:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:34:33	2020-04-19 15:34:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:35:38	2020-04-19 15:35:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:36:37	2020-04-19 15:36:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:37:33	2020-04-19 15:37:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:38:35	2020-04-19 15:38:35	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:39:36	2020-04-19 15:39:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:40:38	2020-04-19 15:40:38	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:41:40	2020-04-19 15:41:40	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:42:36	2020-04-19 15:42:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:43:31	2020-04-19 15:43:31	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:44:33	2020-04-19 15:44:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:45:36	2020-04-19 15:45:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:46:37	2020-04-19 15:46:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:47:37	2020-04-19 15:47:37	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:48:34	2020-04-19 15:48:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:49:33	2020-04-19 15:49:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:50:31	2020-04-19 15:50:31	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:51:36	2020-04-19 15:51:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:52:39	2020-04-19 15:52:39	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:53:33	2020-04-19 15:53:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:54:36	2020-04-19 15:54:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:55:33	2020-04-19 15:55:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:56:32	2020-04-19 15:56:32	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:57:33	2020-04-19 15:57:33	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:58:36	2020-04-19 15:58:36	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	15:59:34	2020-04-19 15:59:34	2562-51-NA	1618-78-NA	13-0-NA	253-5-NA	117-0-NA	257-3-NA	649-7-NA	11013-564-NA	26-0-NA	17521-688-NA	313-4-NA
2020-04-19	23:00:33	2020-04-19 23:00:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:01:35	2020-04-19 23:01:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:02:35	2020-04-19 23:02:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:03:37	2020-04-19 23:03:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:04:36	2020-04-19 23:04:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:05:35	2020-04-19 23:05:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:06:33	2020-04-19 23:06:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:07:45	2020-04-19 23:07:45	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:08:35	2020-04-19 23:08:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:09:33	2020-04-19 23:09:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:10:40	2020-04-19 23:10:40	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:11:33	2020-04-19 23:11:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:12:36	2020-04-19 23:12:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:13:57	2020-04-19 23:13:57	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:14:35	2020-04-19 23:14:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:15:55	2020-04-19 23:15:55	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:16:35	2020-04-19 23:16:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:17:34	2020-04-19 23:17:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:18:34	2020-04-19 23:18:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:19:31	2020-04-19 23:19:31	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:20:33	2020-04-19 23:20:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:21:32	2020-04-19 23:21:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:22:33	2020-04-19 23:22:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:23:34	2020-04-19 23:23:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:24:38	2020-04-19 23:24:38	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:25:34	2020-04-19 23:25:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:26:37	2020-04-19 23:26:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:27:37	2020-04-19 23:27:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:28:36	2020-04-19 23:28:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:29:35	2020-04-19 23:29:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:30:39	2020-04-19 23:30:39	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:31:32	2020-04-19 23:31:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:32:33	2020-04-19 23:32:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:33:33	2020-04-19 23:33:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:34:35	2020-04-19 23:34:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:35:37	2020-04-19 23:35:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:36:36	2020-04-19 23:36:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:37:36	2020-04-19 23:37:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:38:37	2020-04-19 23:38:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:39:32	2020-04-19 23:39:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:40:42	2020-04-19 23:40:42	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:41:35	2020-04-19 23:41:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:42:34	2020-04-19 23:42:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:43:33	2020-04-19 23:43:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:44:32	2020-04-19 23:44:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:45:33	2020-04-19 23:45:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:46:33	2020-04-19 23:46:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:47:41	2020-04-19 23:47:41	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:48:37	2020-04-19 23:48:37	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:49:35	2020-04-19 23:49:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:50:32	2020-04-19 23:50:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:51:35	2020-04-19 23:51:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:52:48	2020-04-19 23:52:48	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:53:40	2020-04-19 23:53:40	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:54:34	2020-04-19 23:54:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:55:35	2020-04-19 23:55:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:56:36	2020-04-19 23:56:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:57:32	2020-04-19 23:57:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:58:32	2020-04-19 23:58:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-19	23:59:33	2020-04-19 23:59:33	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:00:41	2020-04-20 07:00:41	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:01:32	2020-04-20 07:01:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:02:32	2020-04-20 07:02:32	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:03:36	2020-04-20 07:03:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:04:36	2020-04-20 07:04:36	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:05:34	2020-04-20 07:05:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:06:35	2020-04-20 07:06:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:07:34	2020-04-20 07:07:34	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
2020-04-20	07:08:35	2020-04-20 07:08:35	2803-51-NA	1647-81-NA	13-0-NA	254-5-NA	118-0-NA	257-3-NA	675-9-NA	11561-591-NA	26-0-NA	17950-820-NA	315-4-NA
